preprocessed_shape,fused_mean,skeleton_mean_um,skeleton_std_um,skeleton_max_um,n_branches,n_junctions,n_endpoints,total_branch_length_mm,tortuosity,fractal_fd,trunk_eccentricity,angular_distribution_cv,radial_profile,radial_uniformity,estimated_radius_px,FD_percent_R1,FD_avg_area_R1,FD_number_R1,FD_density_R1,FD_percent_R2,FD_avg_area_R2,FD_number_R2,FD_density_R2,FD_percent_R3,FD_avg_area_R3,FD_number_R3,FD_density_R3,arteriolarization_segment_count,arteriolarization_total_length,arteriolarization_max_segment_length,arteriolarization_density,localized_diameter_variation,HighSkew_threshold,suggested,complexity,confidence,file
"(468, 450)",91.99764007597341,40.22936289116428,19.74560593994233,160.0,6473,2125,2212,729.9222605753689,1.149712338220604,0.0,0.03840792373519101,0.03761968848328922,"[np.float64(0.019310221558475674), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,112.59222676168923,49.68380907905768,13119.588953115024,346,37.86994337750277,49.14221780208878,13322.380200105392,422,36.88696544007956,48.694525264589146,13545.747735807445,503,35.94820028714091,635,70.30666666666667,5.04,89.6870135087631,66.25474190758608,2.759214568861604,Glomerular,79.42478357610543,0.9176991343044217,/Users/yy/Desktop/New Folder With Items/Reg-Avg-Stack_Visit1_image1.tif
"(468, 450)",91.99764007597341,40.22936289116428,19.74560593994233,160.0,6473,2125,2212,729.9222605753689,1.149712338220604,0.0,0.03840792373519101,0.03761968848328922,"[np.float64(0.019310221558475674), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,112.59222676168923,49.68380907905768,13119.588953115024,346,37.86994337750277,49.14221780208878,13322.380200105392,422,36.88696544007956,48.694525264589146,13545.747735807445,503,35.94820028714091,635,70.30666666666667,5.04,89.6870135087631,66.25474190758608,2.759214568861604,Glomerular,79.42478357610543,0.9176991343044217,/Users/yy/Desktop/New Folder With Items/Reg-Avg-Stack_Visit2_image1.tif
